"Stage","ID","Asset Name","Coupon","PACE Asset Balance","Closing Date","Maturity Date"," Term (Years)","Amortization Start Date","Cap-I End Date","Payments per Year","Current Total Debt MTG + PACE","Mortgage Balance","Total Project Budget","as-is Property Value","as-complete Property Value","as-stabilized Property value","as-stabilized PACE LTV","as-stabilized Mortgage LTV","as-stabilized Combined LTV","Under-Written DSVR","City","State","Property Type","Project Type","PACE Program","Closing Year","Maturity Year"
"04 Post Closing","23-36","Big Plan - 2405","8.31","1239663","2023-07-31","2052-10-30",28,"2025-03-01","2025-02-28",1,"5221927","3982264","6528458.00","4925000","6500000","6500000","19.0717384615385","61.2656","80.3373384615385","1.56","Nashville","TN","Retail","Major Renovation","TN - Nashville & Davidson County C-PACER","2023","2052"
"04 Post Closing","23-07","Storco - St. Peters Storage","7.25","2961448.81","2023-03-31","2045-12-31",20,"2026-01-01","2025-12-31",1,"8802948.81","5841500","9915708.81","1010000","11320000","13640000","21.7115015395894","42.8262463343109","64.5377478739003","1.19","St. Peters","MO","Industrial","New Construction","Missouri Show Me PACE","2023","2045"
"04 Post Closing","22-66","Seward - Coliseum","6.37","2126453.96","2023-03-31","2043-10-15",20,"2024-02-15","2024-02-14",2,"10063453.96","7937000","28251720.96","2560000","10650000","10650000","19.9667038497653","74.5258215962441","94.4925254460094","1.16","Minneapolis","MN","Office","Major Renovation","Minnesota PACE","2023","2043"
"04 Post Closing","22-62","F Street - Germantown","6.82","4535000","2023-03-22","2049-07-31",25,"2024-09-30","2024-09-29",2,"26397000","21862000","31307000.00","1025000","32300000","38700000","11.71834625323","56.4909560723514","68.2093023255814","1.36","Germantown","WI","Industrial","New Construction","Wisconsin PACE Commission ","2023","2049"
"04 Post Closing","22-47","Wallick - Oakleaf (2nd Funding)","7.5","6170121","2022-11-10","2046-11-30",23,"2023-12-30","2023-12-29",1,"68753823","62583702","79323521.00","2670000","86630000","98600000","6.25772920892495","63.4723144016227","69.7300436105477","1.27","Traverse City","MI","Assisted Living","New Construction","Lean & Green Michigan","2022","2046"
"04 Post Closing","22-46","Midland Atlantic - Kenwood","6.7","1263141","2022-11-22","2051-07-31",28,"2023-11-15","2023-11-14",2,"17063141","15800000","20563141.00","15300000","21500000","23800000","5.30731512605042","66.3865546218487","71.6938697478992","1.43","Cincinnati (Sycamore Township)","OH","Mixed Use","Major Renovation","Ohio PACE ESIDs","2022","2051"
"04 Post Closing","22-30","MAN Holdings - Euclid","6.3","1563355","2022-12-30","2052-07-31",29,"2023-11-15","2023-11-14",2,"1563355","0","1806396.00","3200000","6300000","6300000","24.8151587301587","0","24.8151587301587","1.49","Euclid","OH","Office","Solar","Northeast Ohio Advanced Energy District Cleveland ","2022","2052"
"04 Post Closing","22-25","Headwall - The Allen","6.17","1559719","2023-01-31","2048-11-30",25,"2024-01-01","2023-12-31",2,"5894719","4335000","10139357.00","2900000","7020000","7270000","21.454181568088","59.6286107290234","81.0827922971114","1.17","San Antonio","TX","Office","Major Renovation","Texas PACE Authority","2023","2048"
"04 Post Closing","22-11","Van Buren - The Marlow","5.95","2423704","2022-05-31","2054-07-31",30,"2024-09-30","2024-09-29",2,"9823704","7400000","14923704.00","5000000","8300000","13500000","17.953362962963","54.8148148148148","72.7681777777778","1.74","Milwaukee","WI","Hotel","Major Renovation","Milwaukee Me2","2022","2054"
"04 Post Closing","21-64","Renew - 70th","6.65","1357597","2023-01-31","2051-07-31",28,"2023-11-15","2023-11-14",2,"13277597","11920000","15971797.00","1190000","16050000","16820000","8.07132580261593","70.8680142687277","78.9393400713436","1.15","Cleveland","OH","Multifamily","New Construction","Northeast Ohio Advanced Energy District Cleveland ","2023","2051"
"04 Post Closing","21-58","Renew - Agora","6.05","2231866","2022-09-30","2051-07-31",28,"2023-11-15","2023-11-14",2,"11455866","9224000","16014567.00","1770000","11530000","11530000","19.3570338248049","80","99.3570338248049","1.1","Cleveland","OH","Multifamily","Major Renovation","Northeast Ohio Advanced Energy District Cleveland ","2022","2051"
"04 Post Closing","21-57","Renew - Painesville ","6.29","2224103","2022-12-30","2051-07-31",28,"2023-11-15","2023-11-14",2,"12036603","9812500","20023767.00","2100000","17700000","18000000","12.3561277777778","54.5138888888889","66.8700166666667","1.24","Painesville","OH","Multifamily","Major Renovation","OH- Lake County Communities ESID","2022","2051"
"04 Post Closing","21-50","Concord - 1 S. Main","6.4","3577294","2022-12-22","2047-11-30",24,"2024-01-01","2023-12-31",2,"3577294","0","10917994.00","5800000","13200000","14400000","24.8423194444444","0","24.8423194444444","2.8","Laredo","TX","Multifamily","Major Renovation","Texas PACE Authority","2022","2047"
"04 Post Closing","20-41","Nebraska Multisport","6.4","2883031","2022-09-13","2053-11-30",30,"2023-12-31","2023-12-30",2,"11383031","8500000","28855031.00","10250000","11500000","14000000","20.5930785714286","60.7142857142857","81.3073642857143","1.68","La Vista","NE","Non-profit","New Construction","Nebraska - La Visa PACE District","2022","2053"
